store_id,week_start_date,weekly_sales,store_area,num_employees,store_type,weekly_sales_missing_flag,month_start
Store_03,2023-01-29,20587.04781,1622.232532,165,B,0,2023-01-01
Store_03,2023-02-05,28341.0229,4053.60062,12,A,0,2023-02-01
Store_03,2023-02-12,22982.55456,2013.150316,42,B,0,2023-02-01
Store_03,2023-02-19,3299.869756,4004.183253,194,B,0,2023-02-01
Store_03,2023-02-26,23228.55204,2877.888788,69,A,0,2023-02-01
Store_03,2023-03-05,9507.376669,1913.469693,171,C,0,2023-03-01
Store_03,2023-03-12,29041.46509,2315.974221,56,A,0,2023-03-01
Store_03,2023-03-19,27424.20341,3948.908383,176,A,0,2023-03-01
Store_03,2023-03-26,5169.050285,1774.813925,76,A,0,2023-03-01
Store_03,2023-04-02,12186.1152,4952.069263,47,B,0,2023-04-01
Store_03,2023-04-09,13640.82461,2477.914602,14,A,0,2023-04-01
Store_03,2023-04-16,7734.919019,2255.346692,182,B,0,2023-04-01
Store_03,2023-04-23,29079.91624,4195.619388,44,A,0,2023-04-01
Store_03,2023-04-30,13301.48839,4130.938797,102,C,0,2023-04-01
Store_03,2023-05-07,25637.02606,2166.718778,29,B,0,2023-05-01
Store_03,2023-05-14,16231.79034,2619.421899,67,C,0,2023-05-01
Store_03,2023-05-21,28835.4567,2099.687905,107,A,0,2023-05-01
Store_03,2023-05-28,6208.943455,3357.122476,101,C,0,2023-05-01
Store_03,2023-06-04,23375.49429,1509.761106,94,C,0,2023-06-01
Store_03,2023-06-11,22527.04893,2940.307917,21,A,0,2023-06-01
Store_03,2023-06-18,14734.05507,4893.370422,89,B,0,2023-06-01
Store_03,2023-06-25,18049.85018,3132.768119,147,A,0,2023-06-01
Store_03,2023-07-02,7359.37702,3027.819055,174,A,0,2023-07-01
Store_03,2023-07-09,25428.07015,4266.909591,122,C,0,2023-07-01
Store_03,2023-07-16,29992.34191,3345.100038,161,B,0,2023-07-01
Store_03,2023-07-23,10608.63903,1633.637149,133,A,0,2023-07-01
Store_03,2023-07-30,6842.438342,3656.317186,28,B,0,2023-07-01
Store_03,2023-08-06,14565.96566,3490.291805,74,A,0,2023-08-01
Store_03,2023-08-13,12695.01377,1727.473334,166,C,0,2023-08-01
Store_03,2023-08-20,22002.04189,2515.968054,60,B,0,2023-08-01
Store_03,2023-08-27,15606.53637,2567.098887,185,A,0,2023-08-01
Store_03,2023-09-03,12788.94089,2603.753783,129,A,0,2023-09-01
Store_03,2023-09-10,28358.80925,4751.838719,135,C,0,2023-09-01
Store_03,2023-09-17,17516.50297,3578.491445,132,A,0,2023-09-01
Store_03,2023-09-24,27715.36254,4641.145699,57,A,0,2023-09-01
Store_03,2023-10-01,20736.75664,3921.570412,25,B,0,2023-10-01
Store_03,2023-10-08,18066.88114,4410.381172,138,B,0,2023-10-01
Store_03,2023-10-15,21150.54587,2614.194857,139,A,0,2023-10-01
Store_03,2023-10-22,,1820.204869,190,A,1,2023-10-01
Store_03,2023-10-29,28951.40762,1834.079571,53,C,0,2023-10-01
Store_03,2023-11-05,12335.16308,2121.152402,113,A,0,2023-11-01
Store_03,2023-11-12,22715.47253,1871.813747,185,A,0,2023-11-01
Store_03,2023-11-19,3387.086358,2588.743454,131,B,0,2023-11-01
Store_03,2023-11-26,29555.77961,3510.661872,95,B,0,2023-11-01
Store_03,2023-12-03,16435.16262,3448.652875,103,A,0,2023-12-01
Store_03,2023-12-10,19377.71139,1789.694005,161,C,0,2023-12-01
Store_03,2023-12-17,15535.8804,3317.578412,190,A,0,2023-12-01
Store_03,2023-12-24,13533.96767,2661.360146,95,A,0,2023-12-01
Store_03,2023-12-31,11585.04486,2582.795331,62,A,0,2023-12-01
Store_03,2024-01-07,19651.10706,4081.040551,51,A,0,2024-01-01
Store_03,2024-01-14,14124.15229,1937.021064,84,C,0,2024-01-01
Store_03,2024-01-21,24404.51794,3589.136348,173,A,0,2024-01-01
Store_03,2024-01-28,5344.810799,3520.238499,118,B,0,2024-01-01
Store_03,2024-02-04,16439.88996,1853.178031,58,A,0,2024-02-01
Store_03,2024-02-11,14246.23721,2755.559429,72,A,0,2024-02-01
Store_03,2024-02-18,2873.771812,3209.913553,190,B,0,2024-02-01
Store_03,2024-02-25,15511.52087,2853.68318,19,B,0,2024-02-01
Store_03,2024-03-03,20063.49939,4945.053394,88,B,0,2024-03-01
Store_03,2024-03-10,18196.03312,1993.986538,42,C,0,2024-03-01
Store_03,2024-03-17,28257.54806,4183.419792,59,A,0,2024-03-01
Store_03,2024-03-24,29052.19318,4574.014864,159,B,0,2024-03-01
Store_03,2024-03-31,8941.859275,2071.547092,195,A,0,2024-03-01
Store_03,2024-04-07,16991.28186,4927.352345,170,A,0,2024-04-01
Store_03,2024-04-14,18271.79799,2024.701554,43,A,0,2024-04-01
Store_03,2024-04-21,2972.136962,2022.033926,154,B,0,2024-04-01
Store_03,2024-04-28,16311.74832,4412.159195,124,A,0,2024-04-01
Store_03,2024-05-05,14714.77662,2748.867449,160,A,0,2024-05-01
Store_03,2024-05-12,27388.70636,2785.846491,32,A,0,2024-05-01
Store_03,2024-05-19,24431.7654,2074.060435,18,B,0,2024-05-01
Store_03,2024-05-26,13667.41331,1685.776683,92,B,0,2024-05-01
Store_03,2024-06-02,15458.56788,4365.650836,104,B,0,2024-06-01
Store_03,2024-06-09,23867.0347,3918.902273,100,A,0,2024-06-01
Store_03,2024-06-16,27343.68288,3082.255327,66,A,0,2024-06-01
Store_03,2024-06-23,5076.318033,4181.889152,122,B,0,2024-06-01
Store_03,2024-06-30,24913.32638,4749.439215,157,A,0,2024-06-01
Store_03,2024-07-07,4091.52455,4754.395992,176,B,0,2024-07-01
Store_03,2024-07-14,6460.607262,2664.912614,55,A,0,2024-07-01
Store_03,2024-07-21,6605.868038,4846.887811,19,C,0,2024-07-01
Store_03,2024-07-28,24404.78832,1620.991806,174,A,0,2024-07-01
Store_03,2024-08-04,21406.40641,2515.228359,46,B,0,2024-08-01
Store_03,2024-08-11,4640.091402,3229.332661,145,B,0,2024-08-01
Store_03,2024-08-18,18007.45336,3611.78518,116,A,0,2024-08-01
Store_03,2024-08-25,20852.88883,3044.068682,26,A,0,2024-08-01
Store_03,2024-09-01,8652.663929,3317.024427,37,A,0,2024-09-01
Store_03,2024-09-08,20458.94641,4030.088213,177,B,0,2024-09-01
Store_03,2024-09-15,9087.463369,3794.607891,124,A,0,2024-09-01
Store_03,2024-09-22,13337.13875,3413.318173,39,A,0,2024-09-01
Store_03,2024-09-29,18142.2981,3652.386361,30,A,0,2024-09-01
Store_03,2024-10-06,5850.241406,4558.473933,40,A,0,2024-10-01
Store_03,2024-10-13,26552.36308,3997.116283,133,B,0,2024-10-01
Store_03,2024-10-20,11657.78845,2428.44437,125,A,0,2024-10-01
Store_03,2024-10-27,4172.513332,4326.871876,111,A,0,2024-10-01
Store_03,2024-11-03,3414.613765,3596.831306,95,A,0,2024-11-01
Store_03,2024-11-10,5847.979863,4857.389547,40,A,0,2024-11-01
Store_03,2024-11-17,27256.73075,3301.291545,124,C,0,2024-11-01
Store_03,2024-11-24,25964.05013,1800.246139,130,A,0,2024-11-01
Store_03,2024-12-01,19472.05277,3093.089687,127,B,0,2024-12-01
Store_03,2024-12-08,25596.46538,1510.63094,22,B,0,2024-12-01
Store_03,2024-12-15,20903.50326,3733.14152,185,B,0,2024-12-01
Store_03,2024-12-22,21206.49635,4406.313855,112,A,0,2024-12-01
Store_04,2023-01-01,12351.72825,1604.030304,77,B,0,2023-01-01
Store_04,2023-01-08,20441.26668,2625.824199,141,A,0,2023-01-01
Store_04,2023-01-15,14113.18549,4170.27247,185,A,0,2023-01-01
Store_04,2023-01-22,27866.24835,3194.201121,108,A,0,2023-01-01
Store_04,2023-01-29,20936.30387,3522.543704,124,A,0,2023-01-01
Store_04,2023-02-05,24831.21423,2392.439135,89,A,0,2023-02-01
Store_04,2023-02-12,13692.12755,3531.845927,145,B,0,2023-02-01
Store_04,2023-02-19,7524.012417,2539.411898,115,C,0,2023-02-01
Store_04,2023-02-26,12131.0151,3941.043084,110,C,0,2023-02-01
Store_04,2023-03-05,24467.08019,2332.18401,157,A,0,2023-03-01
Store_04,2023-03-12,16948.86591,4525.14156,156,B,0,2023-03-01
Store_04,2023-03-19,28816.51722,2260.412162,72,B,0,2023-03-01
Store_04,2023-03-26,25986.49046,3679.836466,27,A,0,2023-03-01
Store_04,2023-04-02,17269.69577,4164.154845,183,C,0,2023-04-01
Store_04,2023-04-09,21888.00035,2328.072531,38,A,0,2023-04-01
Store_04,2023-04-16,13319.29826,4808.396698,126,B,0,2023-04-01
Store_04,2023-04-23,27096.46276,3193.373519,139,A,0,2023-04-01
Store_04,2023-04-30,5564.179292,1601.963771,124,B,0,2023-04-01
Store_04,2023-05-07,18542.35042,4239.218011,131,C,0,2023-05-01
Store_04,2023-05-14,11651.56358,1878.780234,93,A,0,2023-05-01
Store_04,2023-05-21,18377.80849,2662.684783,23,B,0,2023-05-01
Store_04,2023-05-28,29403.60796,2023.584175,198,A,0,2023-05-01
Store_04,2023-06-04,27223.945,4587.7305,21,B,0,2023-06-01
Store_04,2023-06-11,19169.18057,2026.359071,147,A,0,2023-06-01
Store_04,2023-06-18,23736.51582,2035.835433,156,B,0,2023-06-01
Store_04,2023-06-25,5892.889712,2769.023111,195,A,0,2023-06-01
Store_04,2023-07-02,8914.238676,2803.792563,39,A,0,2023-07-01
Store_04,2023-07-09,18798.49771,1869.793812,113,C,0,2023-07-01
Store_04,2023-07-16,23465.08102,2400.51343,25,A,0,2023-07-01
Store_04,2023-07-23,22253.03024,2958.349044,82,B,0,2023-07-01
Store_04,2023-07-30,7866.739725,2959.348971,129,A,0,2023-07-01
Store_04,2023-08-06,29247.14753,2764.28698,141,C,0,2023-08-01
Store_04,2023-08-13,5398.639536,2677.793236,123,B,0,2023-08-01
Store_04,2023-08-20,4978.815776,4452.943819,174,A,0,2023-08-01
Store_04,2023-08-27,3604.42188,3055.116345,198,B,0,2023-08-01
Store_04,2023-09-03,11142.69386,2374.97444,141,B,0,2023-09-01
Store_04,2023-09-10,2834.973134,2825.690045,172,B,0,2023-09-01
Store_04,2023-09-17,28099.6103,3294.391747,59,C,0,2023-09-01
Store_04,2023-09-24,7922.397941,4691.644922,94,A,0,2023-09-01
Store_04,2023-10-01,21711.22678,1784.140931,89,B,0,2023-10-01
Store_04,2023-10-08,13013.08628,4508.656788,10,B,0,2023-10-01
Store_04,2023-10-15,7639.442949,2988.371477,83,B,0,2023-10-01
Store_04,2023-10-22,19489.4351,2113.324066,168,B,0,2023-10-01
Store_04,2023-10-29,24464.61055,2568.162355,12,A,0,2023-10-01
Store_04,2023-11-05,4998.431771,1807.562513,13,B,0,2023-11-01
Store_04,2023-11-12,21447.89958,1862.094866,108,A,0,2023-11-01
Store_04,2023-11-19,12404.77367,2438.782933,60,A,0,2023-11-01
Store_04,2023-11-26,24006.36651,3721.061529,121,A,0,2023-11-01
Store_04,2023-12-03,14450.46245,4962.862715,198,B,0,2023-12-01
Store_04,2023-12-10,12848.76072,2513.815322,104,B,0,2023-12-01
Store_04,2023-12-17,4941.764644,4623.711628,11,B,0,2023-12-01
Store_04,2023-12-24,7361.042803,1733.805655,144,A,0,2023-12-01
Store_04,2023-12-31,12048.78151,3139.913234,189,A,0,2023-12-01
Store_04,2024-01-07,12722.45598,4460.389299,29,B,0,2024-01-01
Store_04,2024-01-14,16364.79537,4042.544206,112,B,0,2024-01-01
Store_04,2024-01-21,16828.5794,3111.261351,130,A,0,2024-01-01
Store_04,2024-01-28,3917.1186,2736.716107,64,A,0,2024-01-01
Store_04,2024-02-04,25986.67617,4736.485136,159,A,0,2024-02-01
Store_04,2024-02-11,19027.38196,1609.407741,100,A,0,2024-02-01
Store_04,2024-02-18,5791.33026,2715.877958,165,A,0,2024-02-01
Store_04,2024-02-25,9168.162589,2746.027765,115,C,0,2024-02-01
Store_04,2024-03-03,15487.03369,3009.238884,180,A,0,2024-03-01
Store_04,2024-03-10,11859.65231,3494.656392,102,C,0,2024-03-01
Store_04,2024-03-17,28823.88715,2001.838496,100,A,0,2024-03-01
