store_id,week_start_date,weekly_sales,store_area,num_employees,store_type
Store_03,20-10-2024,11657.78845,2428.44437,125,A
Store_03,27-10-2024,4172.513332,4326.871876,111,A
Store_03,03-11-2024,3414.613765,3596.831306,95,A
Store_03,10-11-2024,5847.979863,4857.389547,40,A
Store_03,17-11-2024,27256.73075,3301.291545,124,C
Store_03,24-11-2024,25964.05013,1800.246139,130,A
Store_03,01-12-2024,19472.05277,3093.089687,127,B
Store_03,08-12-2024,25596.46538,1510.63094,22,B
Store_03,15-12-2024,20903.50326,3733.14152,185,B
Store_03,22-12-2024,21206.49635,4406.313855,112,A
Store_04,01-01-2023,12351.72825,1604.030304,77,B
Store_04,08-01-2023,20441.26668,2625.824199,141,A
Store_04,15-01-2023,14113.18549,4170.27247,185,A
Store_04,22-01-2023,27866.24835,3194.201121,108,A
Store_04,29-01-2023,20936.30387,3522.543704,124,A
Store_04,05-02-2023,24831.21423,2392.439135,89,A
Store_04,12-02-2023,13692.12755,3531.845927,145,B
Store_04,19-02-2023,7524.012417,2539.411898,115,C
Store_04,26-02-2023,12131.0151,3941.043084,110,C
Store_04,05-03-2023,24467.08019,2332.18401,157,A
Store_04,12-03-2023,16948.86591,4525.14156,156,B
Store_04,19-03-2023,28816.51722,2260.412162,72,B
Store_04,26-03-2023,25986.49046,3679.836466,27,A
Store_04,02-04-2023,17269.69577,4164.154845,183,C
Store_04,09-04-2023,21888.00035,2328.072531,38,A
Store_04,16-04-2023,13319.29826,4808.396698,126,B
Store_04,23-04-2023,27096.46276,3193.373519,139,A
Store_04,30-04-2023,5564.179292,1601.963771,124,B
Store_04,07-05-2023,18542.35042,4239.218011,131,C
Store_04,14-05-2023,11651.56358,1878.780234,93,A
Store_04,21-05-2023,18377.80849,2662.684783,23,B
Store_04,28-05-2023,29403.60796,2023.584175,198,A
Store_04,04-06-2023,27223.945,4587.7305,21,B
Store_04,11-06-2023,19169.18057,2026.359071,147,A
Store_04,18-06-2023,23736.51582,2035.835433,156,B
Store_04,25-06-2023,5892.889712,2769.023111,195,A
Store_04,02-07-2023,8914.238676,2803.792563,39,A
Store_04,09-07-2023,18798.49771,1869.793812,113,C
Store_04,16-07-2023,23465.08102,2400.51343,25,A
Store_04,23-07-2023,22253.03024,2958.349044,82,B
Store_04,30-07-2023,7866.739725,2959.348971,129,A
Store_04,06-08-2023,29247.14753,2764.28698,141,C
Store_04,13-08-2023,5398.639536,2677.793236,123,B
Store_04,20-08-2023,4978.815776,4452.943819,174,A
Store_04,27-08-2023,3604.42188,3055.116345,198,B
Store_04,03-09-2023,11142.69386,2374.97444,141,B
Store_04,10-09-2023,2834.973134,2825.690045,172,B
Store_04,17-09-2023,28099.6103,3294.391747,59,C
Store_04,24-09-2023,7922.397941,4691.644922,94,A
Store_04,01-10-2023,21711.22678,1784.140931,89,B
Store_04,08-10-2023,13013.08628,4508.656788,10,B
Store_04,15-10-2023,7639.442949,2988.371477,83,B
Store_04,22-10-2023,19489.4351,2113.324066,168,B
Store_04,29-10-2023,24464.61055,2568.162355,12,A
Store_04,05-11-2023,4998.431771,1807.562513,13,B
Store_04,12-11-2023,21447.89958,1862.094866,108,A
Store_04,19-11-2023,12404.77367,2438.782933,60,A
Store_04,26-11-2023,24006.36651,3721.061529,121,A
Store_04,03-12-2023,14450.46245,4962.862715,198,B
Store_04,10-12-2023,12848.76072,2513.815322,104,B
Store_04,17-12-2023,4941.764644,4623.711628,11,B
Store_04,24-12-2023,7361.042803,1733.805655,144,A
Store_04,31-12-2023,12048.78151,3139.913234,189,A
Store_04,07-01-2024,12722.45598,4460.389299,29,B
Store_04,14-01-2024,16364.79537,4042.544206,112,B
Store_04,21-01-2024,16828.5794,3111.261351,130,A
Store_04,28-01-2024,3917.1186,2736.716107,64,A
Store_04,04-02-2024,25986.67617,4736.485136,159,A
Store_04,11-02-2024,19027.38196,1609.407741,100,A
Store_04,18-02-2024,5791.33026,2715.877958,165,A
Store_04,25-02-2024,9168.162589,2746.027765,115,C
Store_04,03-03-2024,15487.03369,3009.238884,180,A
Store_04,10-03-2024,11859.65231,3494.656392,102,C
Store_04,17-03-2024,28823.88715,2001.838496,100,A
Store_04,24-03-2024,20776.49604,4723.602191,198,A
Store_04,31-03-2024,28402.67736,4749.472433,165,A
Store_04,07-04-2024,8790.826674,2839.965073,93,C
Store_04,14-04-2024,9682.208794,1942.016221,69,B
Store_04,21-04-2024,12976.34988,2792.344544,88,B
Store_04,28-04-2024,22496.94946,3246.713496,79,A
Store_04,05-05-2024,15196.58559,4765.985315,165,A
Store_04,12-05-2024,28698.74324,1934.992361,49,A
Store_04,19-05-2024,23486.31771,2252.663027,125,A
Store_04,26-05-2024,11521.16919,4450.505719,67,A
Store_04,02-06-2024,7735.379828,3931.12186,70,A
Store_04,09-06-2024,6945.153302,1704.308231,119,C
Store_04,16-06-2024,6902.963682,3947.353067,89,C
Store_04,23-06-2024,28405.99562,2588.700181,176,A
Store_04,30-06-2024,11099.52393,2932.833965,10,A
Store_04,07-07-2024,20506.11298,2771.829875,65,C
Store_04,14-07-2024,24205.98808,2652.391497,86,C
Store_04,21-07-2024,23021.957,2466.916442,79,A
Store_04,28-07-2024,23537.09799,3662.891913,17,B
Store_04,04-08-2024,20323.22616,3245.165272,144,A
Store_04,11-08-2024,24068.10208,4431.041313,133,B
Store_04,18-08-2024,11457.14744,3624.338062,47,C
Store_04,25-08-2024,24027.28643,2754.681436,16,A
Store_04,01-09-2024,14617.39551,3452.506293,163,C
Store_04,08-09-2024,13445.04448,2227.328035,16,A
Store_04,15-09-2024,5399.188805,3915.384105,140,B
Store_04,22-09-2024,10482.85381,3519.597201,190,B
Store_04,29-09-2024,4331.810935,1610.728551,158,B
Store_04,06-10-2024,3922.965203,3009.273198,196,B
Store_04,13-10-2024,17000.2133,3417.181533,76,C
Store_04,20-10-2024,23186.53595,2468.129391,125,A
Store_04,27-10-2024,18576.11807,1898.401027,161,C
Store_04,03-11-2024,12714.28969,4724.736168,186,C
Store_04,10-11-2024,23401.45185,1817.48201,77,A
Store_04,17-11-2024,9227.278264,1853.221061,177,B
Store_04,24-11-2024,27627.50907,2567.354246,20,A
Store_04,01-12-2024,22896.81983,4872.474893,118,A
Store_04,08-12-2024,16151.05631,1711.184034,132,A
Store_04,15-12-2024,29806.01246,2548.413692,56,A
Store_04,22-12-2024,24317.60443,3501.050764,57,A
Store_05,01-01-2023,29554.48155,3172.011141,72,A
Store_05,08-01-2023,18977.59061,2449.780862,154,C
Store_05,15-01-2023,16103.50388,4256.340454,196,B
Store_05,22-01-2023,3561.865714,3709.321103,24,A
Store_05,29-01-2023,13414.33349,1532.266657,72,B
Store_05,05-02-2023,25239.29552,1962.784731,67,A
Store_05,12-02-2023,22321.7491,4442.513113,167,B
Store_05,19-02-2023,27530.61477,2353.353235,24,A
Store_05,26-02-2023,21903.51664,2558.810761,92,C
Store_05,05-03-2023,8084.706727,4155.656517,148,B
Store_05,12-03-2023,9739.981141,1654.909782,166,C
Store_05,19-03-2023,3998.196539,2375.767924,22,B
Store_05,26-03-2023,26583.11232,3182.845014,198,A
Store_05,02-04-2023,15755.3511,3622.634735,20,B
Store_05,09-04-2023,28331.16057,4671.41948,194,A
Store_05,16-04-2023,6515.232641,2448.226769,141,C
Store_05,23-04-2023,14903.21426,1530.695824,16,B
Store_05,30-04-2023,14804.58025,2381.758493,106,B
Store_05,07-05-2023,27979.16738,3631.060492,69,B
Store_05,14-05-2023,29887.70981,1733.132109,148,B
Store_05,21-05-2023,23045.5284,1531.301636,87,A
Store_05,28-05-2023,28600.16463,1696.322575,95,A
Store_05,04-06-2023,25525.84105,1614.033551,78,B
Store_05,11-06-2023,8779.887431,4505.245053,170,B
Store_05,18-06-2023,25276.82241,3919.590574,139,C
Store_05,25-06-2023,23659.98427,4958.779002,176,A
Store_05,02-07-2023,14438.60352,3898.072887,155,A
Store_05,09-07-2023,21632.75192,4081.335994,164,A
Store_05,16-07-2023,26691.9951,1666.917866,81,C
Store_05,23-07-2023,6401.502487,1761.526875,98,A
Store_05,30-07-2023,2634.371004,1602.070156,55,A
Store_05,06-08-2023,24847.6128,2599.584459,199,C
Store_05,13-08-2023,25184.9423,3399.408593,81,B
Store_05,20-08-2023,25023.58695,1790.043414,84,B
Store_05,27-08-2023,22848.75088,3021.61399,38,C
Store_05,03-09-2023,3841.930385,2280.296852,182,A
Store_05,10-09-2023,19419.19616,2143.002324,182,A
Store_05,17-09-2023,4984.651095,3590.942451,20,A
Store_05,24-09-2023,13509.20993,2714.610231,190,C
Store_05,01-10-2023,16272.92506,1760.709522,76,A
Store_05,08-10-2023,20991.8746,3080.804345,115,A
Store_05,15-10-2023,29330.11886,3060.228974,34,A
Store_05,22-10-2023,11224.07813,1543.482965,49,A
Store_05,29-10-2023,3365.882951,1619.377693,101,C
Store_05,05-11-2023,10947.98702,4023.263293,176,B
Store_05,12-11-2023,3712.115357,2724.931305,15,A
Store_05,19-11-2023,4618.033351,2435.976219,77,C
Store_05,26-11-2023,20838.71637,1965.027507,67,B
Store_05,03-12-2023,23075.45133,4709.079244,120,B
Store_05,10-12-2023,13103.99392,3860.605829,123,A
Store_05,17-12-2023,14932.66268,3885.685909,195,A
Store_05,24-12-2023,3052.615131,4471.847185,105,B
Store_05,31-12-2023,18035.94423,3583.645032,94,C
Store_05,07-01-2024,28321.65844,1571.92585,171,A
Store_05,14-01-2024,12679.38077,3130.387017,66,A
Store_05,21-01-2024,24810.9046,2028.153039,141,A
Store_05,28-01-2024,21219.03862,4392.959781,169,A
Store_05,04-02-2024,8426.922512,3201.104383,27,B
Store_05,11-02-2024,6458.98754,3440.326496,95,B
Store_05,18-02-2024,2782.716317,4857.451641,126,A
Store_05,25-02-2024,2847.509417,2989.148371,39,A
Store_05,03-03-2024,24165.02159,4231.115693,109,C
Store_05,10-03-2024,8467.871863,2690.701989,81,A
Store_05,17-03-2024,25577.74665,4133.646679,100,A
Store_05,24-03-2024,22368.90284,4074.29459,159,A
Store_05,31-03-2024,28881.36116,3539.814709,26,B
Store_05,07-04-2024,4894.773306,4377.438898,118,A
Store_05,14-04-2024,9089.145468,3336.709324,159,C
Store_05,21-04-2024,5683.876547,4697.667174,128,Unknown
Store_05,28-04-2024,9890.699785,2886.602366,36,A
Store_05,05-05-2024,25800.62446,4596.730721,42,C
Store_05,12-05-2024,14822.0565,3643.558122,109,B
Store_05,19-05-2024,11156.99048,3994.5211,179,C
Store_05,26-05-2024,14426.72487,2369.431479,192,B
Store_05,02-06-2024,23831.25572,4331.837809,193,B
Store_05,09-06-2024,26278.8835,1906.786382,184,B
Store_05,16-06-2024,16862.37179,2173.328646,130,B
Store_05,23-06-2024,6911.097963,2484.902579,117,B
Store_05,30-06-2024,29441.62085,4636.26626,50,A
Store_05,07-07-2024,10779.74067,2906.167862,141,A
Store_05,14-07-2024,20503.7943,3703.97774,21,C
Store_05,21-07-2024,9655.458476,3513.538607,30,A
